id,marital_0,marital_1,marital_2,education_0,education_1,education_2,education_3,age
1244,0,1,0,0,1,0,0,49
33826,0,1,0,0,0,1,0,57
14289,0,1,0,0,1,0,0,40
9447,0,1,0,0,1,0,0,59
32219,1,0,0,0,1,0,0,49
6484,0,0,1,0,1,0,0,34
27981,0,1,0,0,1,0,0,53
23230,0,1,0,0,0,1,0,35
25525,0,1,0,0,1,0,0,32
4420,0,1,0,0,1,0,0,34
39246,0,0,1,0,1,0,0,45
32332,0,1,0,0,1,0,0,48
42825,0,1,0,0,0,1,0,77
41075,0,1,0,1,0,0,0,55
43387,0,0,1,0,1,0,0,27
38614,0,1,0,0,1,0,0,31
7737,0,0,1,0,1,0,0,37
36038,0,1,0,0,0,1,0,50
41315,0,0,1,0,1,0,0,29
4107,1,0,0,0,1,0,0,42
21214,0,1,0,1,0,0,0,60
16136,1,0,0,0,1,0,0,50
25777,0,1,0,0,1,0,0,53
40684,0,1,0,0,0,1,0,34
270,0,0,1,0,0,1,0,42
33245,0,0,1,0,1,0,0,33
6712,1,0,0,0,0,0,1,28
43327,0,0,1,0,0,1,0,27
15011,0,1,0,0,1,0,0,39
39932,0,1,0,0,0,1,0,58
17772,0,0,1,1,0,0,0,34
22225,0,0,1,0,0,1,0,31
36469,1,0,0,0,1,0,0,56
41671,0,0,1,0,1,0,0,31
24169,0,1,0,0,0,1,0,59
44278,0,0,1,0,1,0,0,28
14604,0,1,0,0,0,1,0,42
15825,0,0,1,0,1,0,0,57
27402,0,0,1,0,0,1,0,39
37059,0,1,0,1,0,0,0,45
39431,0,1,0,0,0,1,0,40
36443,0,1,0,0,0,1,0,39
3188,0,1,0,0,0,1,0,50
18819,0,0,1,0,0,1,0,26
39534,0,1,0,0,1,0,0,40
23841,0,1,0,0,1,0,0,33
4285,0,0,1,0,1,0,0,27
35730,0,1,0,0,1,0,0,48
41954,0,1,0,0,1,0,0,60
3036,0,1,0,1,0,0,0,41
25042,0,1,0,0,1,0,0,51
27691,1,0,0,0,0,1,0,46
37277,0,0,1,0,1,0,0,35
16825,0,1,0,0,1,0,0,59
9451,0,1,0,0,1,0,0,56
35480,1,0,0,0,1,0,0,36
42023,0,0,1,0,0,0,1,26
4841,0,1,0,0,1,0,0,36
6040,1,0,0,0,1,0,0,45
24916,0,1,0,0,0,1,0,41
10587,0,1,0,1,0,0,0,38
39768,0,1,0,0,0,1,0,47
34005,0,1,0,0,0,1,0,31
42844,0,0,1,0,0,1,0,30
43251,1,0,0,1,0,0,0,76
16300,0,1,0,0,1,0,0,52
28678,0,0,1,0,0,1,0,36
43750,0,1,0,0,1,0,0,53
19680,1,0,0,0,0,1,0,40
180,0,1,0,0,0,1,0,31
9727,0,1,0,1,0,0,0,45
7181,0,0,1,0,0,0,1,29
39734,0,1,0,0,1,0,0,58
12635,0,0,1,1,0,0,0,37
15624,0,0,1,0,0,1,0,31
34587,0,0,1,0,1,0,0,32
31360,0,0,1,0,0,1,0,26
20348,0,0,1,0,1,0,0,31
2978,1,0,0,0,1,0,0,56
37409,0,1,0,1,0,0,0,60
27796,1,0,0,0,1,0,0,46
4877,0,1,0,1,0,0,0,32
36891,1,0,0,0,0,1,0,49
7511,0,1,0,1,0,0,0,46
24805,0,0,1,0,1,0,0,40
35833,0,1,0,0,1,0,0,52
10225,0,1,0,0,0,1,0,57
8100,0,0,1,0,0,1,0,30
26855,0,0,1,0,1,0,0,31
566,0,1,0,0,0,0,1,38
19859,0,1,0,0,1,0,0,59
3893,1,0,0,0,0,1,0,41
19484,0,1,0,0,0,1,0,56
4394,0,0,1,0,1,0,0,32
17396,0,0,1,1,0,0,0,49
24941,0,0,1,0,1,0,0,34
42820,0,1,0,0,0,0,1,60
3258,0,0,1,0,1,0,0,33
26700,0,1,0,0,0,1,0,49
37332,0,0,1,0,0,1,0,37
14071,0,0,1,0,0,1,0,34
42897,0,0,1,0,1,0,0,28
25300,0,0,1,0,1,0,0,31
29005,1,0,0,0,1,0,0,47
4304,0,0,1,0,1,0,0,28
39391,0,1,0,0,0,1,0,59
27414,0,0,1,0,0,1,0,52
34942,0,0,1,0,1,0,0,34
22321,0,1,0,0,1,0,0,47
41418,0,1,0,0,0,1,0,62
40461,0,0,1,0,0,1,0,35
33020,0,1,0,1,0,0,0,42
31990,0,1,0,0,1,0,0,40
14070,0,1,0,0,1,0,0,43
21670,0,0,1,0,1,0,0,30
4280,1,0,0,0,1,0,0,31
45002,0,0,1,0,0,1,0,36
29490,1,0,0,0,1,0,0,59
34452,0,0,1,0,0,1,0,30
41012,1,0,0,1,0,0,0,57
27019,0,0,1,0,0,1,0,30
26395,1,0,0,0,0,1,0,48
42309,0,0,1,0,1,0,0,23
9094,1,0,0,0,1,0,0,51
45120,0,1,0,0,1,0,0,32
40535,0,1,0,1,0,0,0,63
831,0,0,1,1,0,0,0,42
14609,0,1,0,0,1,0,0,57
21994,0,1,0,0,0,1,0,49
23391,0,1,0,0,0,1,0,35
10499,1,0,0,0,1,0,0,48
33897,0,1,0,0,1,0,0,36
19082,0,1,0,0,1,0,0,56
35887,0,1,0,0,1,0,0,37
16532,1,0,0,0,0,1,0,55
43235,0,0,1,1,0,0,0,32
37597,1,0,0,0,1,0,0,37
537,0,1,0,1,0,0,0,45
678,0,0,1,0,1,0,0,31
5807,0,0,1,0,1,0,0,33
32024,0,1,0,0,0,1,0,41
26771,0,0,1,0,1,0,0,32
41316,0,0,1,0,1,0,0,28
6718,0,1,0,0,1,0,0,29
1473,0,0,1,0,1,0,0,37
1116,0,1,0,1,0,0,0,50
22600,0,0,1,0,1,0,0,50
7406,0,1,0,0,0,1,0,37
1803,0,1,0,0,1,0,0,55
43699,0,1,0,0,0,1,0,37
33152,0,1,0,1,0,0,0,46
5683,0,1,0,0,1,0,0,59
37897,0,1,0,0,1,0,0,41
20609,0,0,1,0,0,1,0,30
17581,0,1,0,1,0,0,0,45
38799,0,1,0,0,1,0,0,32
17517,0,1,0,0,1,0,0,37
34148,0,1,0,0,0,1,0,58
17904,0,0,1,0,1,0,0,47
17150,1,0,0,0,1,0,0,55
40991,0,0,1,0,1,0,0,24
24210,0,1,0,0,0,1,0,47
1935,0,0,1,0,1,0,0,27
44455,0,0,1,0,0,1,0,21
5019,0,1,0,0,0,1,0,30
29064,1,0,0,0,1,0,0,43
13134,0,0,1,0,0,0,1,30
26259,0,1,0,0,0,0,1,43
21264,0,1,0,0,0,1,0,50
31699,0,0,1,0,1,0,0,38
1503,0,0,1,0,0,1,0,31
14230,0,1,0,0,1,0,0,45
3351,0,1,0,0,1,0,0,59
37057,1,0,0,0,1,0,0,37
44046,0,0,1,0,0,1,0,43
22686,0,1,0,0,0,1,0,37
21138,0,1,0,0,1,0,0,38
42161,0,1,0,0,1,0,0,55
5768,0,0,1,0,1,0,0,31
9866,0,1,0,0,1,0,0,49
15387,0,0,1,0,1,0,0,33
10333,0,1,0,0,1,0,0,43
28533,0,1,0,0,1,0,0,36
31220,0,1,0,0,0,0,1,35
33794,0,1,0,1,0,0,0,66
26116,0,1,0,0,1,0,0,49
42304,0,1,0,0,0,1,0,63
11818,0,1,0,0,1,0,0,41
21370,0,1,0,1,0,0,0,61
14273,0,1,0,0,1,0,0,40
14532,0,1,0,0,1,0,0,32
18915,0,1,0,0,0,0,1,51
29365,0,1,0,0,1,0,0,46
23675,0,1,0,0,0,1,0,43
19424,0,1,0,1,0,0,0,46
24288,1,0,0,0,1,0,0,44
43283,0,1,0,0,1,0,0,61
43521,0,0,1,0,0,1,0,26
15507,1,0,0,0,1,0,0,34
11398,1,0,0,0,0,1,0,41
27779,0,1,0,1,0,0,0,53
15512,1,0,0,0,1,0,0,32
36376,0,1,0,0,1,0,0,38
5856,0,0,1,0,1,0,0,32
32425,0,1,0,0,1,0,0,38
6092,1,0,0,0,0,1,0,47
4708,0,1,0,0,1,0,0,37
16046,0,1,0,0,0,1,0,36
44045,0,1,0,0,0,1,0,77
24859,1,0,0,0,1,0,0,36
42037,0,0,1,0,0,1,0,25
23985,0,0,1,0,0,1,0,47
14064,0,1,0,0,1,0,0,55
32892,0,1,0,0,1,0,0,49
28092,0,1,0,0,0,0,1,48
31033,0,1,0,0,1,0,0,39
3167,0,1,0,0,1,0,0,41
35427,0,1,0,0,0,1,0,44
41962,0,1,0,0,0,1,0,33
32286,0,1,0,0,0,1,0,37
7365,0,0,1,0,0,0,1,33
33273,0,0,1,0,1,0,0,59
27706,0,0,1,0,0,1,0,30
25151,0,1,0,0,0,1,0,32
5564,0,1,0,1,0,0,0,30
3895,0,1,0,1,0,0,0,47
42482,0,1,0,0,1,0,0,30
28991,0,0,1,0,0,1,0,39
24907,0,0,1,0,1,0,0,35
2518,0,1,0,0,1,0,0,56
17327,0,1,0,0,0,1,0,42
19821,0,1,0,0,0,1,0,52
16555,0,1,0,1,0,0,0,45
41478,0,1,0,0,0,1,0,59
37902,0,0,1,0,0,1,0,31
22420,0,1,0,0,0,0,1,55
8629,0,0,1,1,0,0,0,28
7377,0,1,0,0,0,1,0,49
10032,0,1,0,0,0,1,0,41
26871,0,1,0,0,0,1,0,45
39227,0,1,0,0,1,0,0,37
10182,0,1,0,1,0,0,0,45
24056,0,1,0,0,0,1,0,30
30788,0,1,0,0,1,0,0,46
7603,0,1,0,1,0,0,0,55
36297,0,1,0,0,1,0,0,38
29244,1,0,0,0,1,0,0,41
30980,0,1,0,0,1,0,0,47
26390,1,0,0,0,1,0,0,34
25963,0,0,1,0,0,1,0,44
21669,0,0,1,0,0,1,0,34
43373,0,0,1,0,0,1,0,31
25585,0,1,0,0,1,0,0,41
16446,0,1,0,0,0,1,0,50
17217,0,1,0,1,0,0,0,54
5504,0,1,0,0,0,0,1,34
11717,0,0,1,0,1,0,0,35
5982,0,1,0,0,1,0,0,58
3359,0,1,0,0,1,0,0,47
36277,0,1,0,0,0,1,0,59
35268,0,0,1,0,0,1,0,36
23168,1,0,0,0,0,1,0,45
22153,0,1,0,0,1,0,0,53
14176,0,1,0,0,1,0,0,59
39256,0,1,0,0,1,0,0,48
14637,0,0,1,0,0,1,0,43
9997,0,1,0,1,0,0,0,40
9923,0,1,0,0,0,1,0,54
32107,0,1,0,0,1,0,0,51
41994,0,1,0,1,0,0,0,53
37275,0,1,0,0,1,0,0,37
34637,0,0,1,0,1,0,0,48
28216,0,1,0,1,0,0,0,48
41805,0,0,1,0,0,1,0,31
10416,0,1,0,0,0,1,0,35
15653,1,0,0,0,1,0,0,57
34153,0,1,0,0,0,1,0,32
10809,0,1,0,0,0,1,0,43
16419,0,0,1,0,1,0,0,32
16133,1,0,0,0,0,1,0,52
7881,0,0,1,0,0,1,0,27
10318,0,1,0,0,0,1,0,59
30173,0,0,1,0,1,0,0,43
14517,0,1,0,0,1,0,0,33
32002,0,1,0,0,1,0,0,52
32314,0,0,1,0,1,0,0,36
6046,1,0,0,0,1,0,0,33
16418,0,1,0,0,0,1,0,52
6583,0,1,0,0,1,0,0,32
38277,0,0,1,1,0,0,0,30
28853,0,0,1,1,0,0,0,27
42541,1,0,0,0,1,0,0,30
34664,0,1,0,0,0,1,0,30
37556,1,0,0,0,1,0,0,40
3551,1,0,0,0,1,0,0,31
9483,0,1,0,0,0,1,0,48
31644,0,0,1,0,0,1,0,39
24995,0,0,1,0,0,1,0,34
23789,0,1,0,0,1,0,0,49
19229,0,1,0,0,1,0,0,51
22425,0,1,0,0,1,0,0,35
25705,0,1,0,0,0,1,0,33
11743,1,0,0,0,0,1,0,48
3447,0,1,0,1,0,0,0,54
38146,0,1,0,0,1,0,0,28
3645,0,1,0,0,0,1,0,39
30877,0,0,1,0,1,0,0,33
42539,0,1,0,0,1,0,0,49
27860,0,1,0,1,0,0,0,41
21000,1,0,0,0,1,0,0,56
8699,0,0,1,0,0,1,0,31
6079,0,1,0,0,1,0,0,24
8117,0,1,0,0,1,0,0,35
31550,0,1,0,0,1,0,0,44
19733,0,1,0,0,0,1,0,55
37587,0,0,1,0,1,0,0,54
42651,0,0,1,0,0,1,0,27
40326,0,0,1,0,1,0,0,27
42800,0,1,0,0,0,1,0,43
42629,0,0,1,0,1,0,0,47
29023,0,0,1,0,1,0,0,31
12290,0,1,0,0,1,0,0,58
26137,1,0,0,0,1,0,0,47
44366,0,1,0,0,1,0,0,54
6789,0,0,1,1,0,0,0,31
33954,0,0,1,0,0,1,0,26
32430,0,1,0,0,1,0,0,36
8265,0,1,0,0,1,0,0,36
4465,1,0,0,0,1,0,0,34
88,1,0,0,0,1,0,0,46
10572,0,1,0,1,0,0,0,39
22759,0,1,0,0,1,0,0,33
29768,0,1,0,0,1,0,0,39
26260,0,0,1,0,0,1,0,42
37424,0,1,0,0,1,0,0,45
43785,0,0,1,0,0,1,0,29
18901,0,1,0,0,1,0,0,55
23840,0,1,0,0,1,0,0,45
44288,0,1,0,0,0,1,0,48
35785,0,1,0,0,1,0,0,39
26316,0,1,0,1,0,0,0,51
42977,0,1,0,0,0,1,0,61
38102,0,1,0,0,1,0,0,30
44328,0,1,0,0,1,0,0,33
20866,1,0,0,0,0,1,0,44
44942,0,0,1,0,0,1,0,26
8893,0,0,1,1,0,0,0,29
25610,0,1,0,0,0,1,0,45
18241,0,1,0,0,1,0,0,44
8606,0,0,1,0,1,0,0,23
25556,0,0,1,0,1,0,0,37
35222,1,0,0,0,0,1,0,37
39068,0,1,0,0,1,0,0,24
28229,0,0,1,0,0,1,0,31
2934,0,0,1,0,1,0,0,33
3147,0,1,0,0,1,0,0,46
7989,0,1,0,1,0,0,0,53
28783,0,0,1,0,0,1,0,33
9380,0,0,1,0,1,0,0,26
43,0,1,0,0,1,0,0,54
39919,0,1,0,0,1,0,0,29
27251,0,1,0,0,1,0,0,37
27619,0,0,1,0,0,1,0,33
3239,0,1,0,0,1,0,0,41
28555,0,1,0,0,1,0,0,32
30600,0,1,0,1,0,0,0,61
18725,0,1,0,0,0,1,0,59
14712,0,1,0,0,1,0,0,35
6242,0,0,1,0,0,1,0,57
9127,0,1,0,1,0,0,0,56
9120,0,0,1,0,1,0,0,42
36193,0,1,0,0,0,0,1,49
18667,0,0,1,0,0,1,0,36
10009,0,0,1,1,0,0,0,39
37109,0,1,0,0,0,1,0,44
43024,0,1,0,0,0,1,0,51
24697,0,1,0,0,1,0,0,40
25638,0,1,0,0,1,0,0,35
5798,0,1,0,1,0,0,0,34
13195,0,1,0,1,0,0,0,57
23882,0,0,1,0,1,0,0,34
20395,0,0,1,0,0,1,0,34
12102,0,1,0,0,1,0,0,54
375,0,0,1,0,1,0,0,49
26580,0,1,0,0,1,0,0,32
26499,0,0,1,0,1,0,0,39
176,0,1,0,0,1,0,0,48
26761,0,1,0,1,0,0,0,56
36979,0,1,0,0,1,0,0,43
38572,1,0,0,1,0,0,0,44
23596,1,0,0,0,1,0,0,35
36815,0,0,1,0,0,1,0,24
23509,0,1,0,0,1,0,0,41
1984,0,0,1,0,1,0,0,28
13937,0,1,0,0,0,1,0,28
36027,0,1,0,0,0,1,0,34
22891,0,1,0,1,0,0,0,51
1190,1,0,0,1,0,0,0,33
29656,0,1,0,0,1,0,0,36
11077,1,0,0,0,0,1,0,57
43718,1,0,0,0,1,0,0,50
19286,0,0,1,1,0,0,0,56
27209,0,0,1,0,0,1,0,32
23922,0,1,0,0,1,0,0,49
25524,0,0,1,0,0,1,0,30
42819,0,1,0,0,1,0,0,29
3230,0,0,1,0,1,0,0,42
5391,0,1,0,0,1,0,0,24
39551,0,0,1,0,1,0,0,25
16793,0,1,0,1,0,0,0,25
14860,0,1,0,1,0,0,0,57
29387,0,1,0,1,0,0,0,35
